id,generation_source,title,content,datetime,source,generation_source_continue
Push-146,171-5,雪球：今日市场早报,【雪球】早盘速递：隔夜美股科技股普涨，中概股表现分化。重点关注今日A股开盘后科创板动向及您关注的科技板块。,2025-01-17 09:15:00,雪球,171-e
Push-147,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，部分应用运行可能受影响。建议及时清理照片、视频或卸载不常用应用。,2025-01-17 16:50:00,系统存储管理,
Push-148,,美团外卖：订单预定成功通知,【美团外卖】您的豚骨拉面套餐预定成功！订单号#MT202501171920，预计20:15送达。预定码：123456，请凭码取餐。,2025-01-17 19:25:00,美团外卖,
Push-149,,美团外卖：骑手已接单,【美团外卖】您的订单#MT202501171920 骑手张师傅已接单，正在火速赶往商家，预计20:15送达。联系电话：138****5678,2025-01-17 19:35:00,美团外卖,
Push-150,,Keep：今日晨跑记录已生成,【Keep】今日雨中晨跑已完成，用时35分钟，消耗热量285大卡。感冒期间坚持运动，为你点赞！,2025-01-18 07:40:00,Keep,
Push-151,2-12,雪球：早盘财经资讯速递,【雪球】早盘必读：隔夜美股三大指数收涨，A股今日关注金融、科技板块。您关注的沪深300ETF现报3.852元。,2025-01-18 08:15:00,雪球,2-p
Push-152,,京东：摄影配件订单发货通知,【京东】您购买的相机清洁套装（订单号JD202501180845123）已由京东物流揽收，预计明日送达。,2025-01-18 09:05:00,京东,
Push-153,,下厨房：番茄鸡蛋面食谱推荐,【下厨房】感冒没胃口？试试这碗暖心番茄鸡蛋面，简单快手，营养开胃。点击查看详细步骤。,2025-01-18 11:55:00,下厨房,
Push-154,46-2,高德地图：打车订单已完成,【高德地图】您的快车订单（订单号GD202501181300456）已完成支付，金额28.5元。司机李师傅评分4.9。,2025-01-18 13:38:00,高德地图,46-a
Push-155,46-1,小红书：谢子龙影像艺术馆最新展讯,【小红书】谢子龙影像艺术馆“边界与对话”当代艺术展正在热展中，多位青年艺术家作品亮相，攻略已备好。,2025-01-18 14:20:00,小红书,46-a
Push-156,,系统：存储空间不足提醒,【系统通知】手机存储空间已不足10%，建议及时清理照片、视频或卸载不常用应用，以确保手机流畅运行。,2025-01-18 16:30:00,系统存储管理,
Push-157,46-5,滴滴出行：预约用车成功,【滴滴出行】您已成功预约17:00的快车服务（预约单号DD202501181645789），司机王师傅将准时到达谢子龙影像艺术馆上车点。,2025-01-18 16:48:00,滴滴出行,46-a
Push-158,46-5,微信：朋友圈新互动提醒,【微信】彭雨晴等3位朋友赞了您发布的观展照片。点击查看详情。,2025-01-18 18:15:00,微信,46-a
Push-159,,500px：您关注的摄影师发布了新作品,【500px】您关注的摄影师徐佳宁刚刚上传了一组城市夜景主题作品《霓虹与静谧》，快去欣赏吧。,2025-01-18 19:05:00,500px,
Push-160,,微信读书：本周阅读报告,【微信读书】您本周已阅读5小时，读完《价值投资实战手册》第二章。连续阅读7天，获得3天无限卡奖励。,2025-01-18 21:30:00,微信读书,
Push-161,,菜鸟：生鲜包裹取件提醒,【菜鸟】您有一个生鲜冷链包裹已到达岳麓区机关金星住宅小区快递柜，取件码为456789，请及时领取避免变质。,2025-01-19 13:25:00,菜鸟,
Push-162,,Keep：每日拉伸计划提醒,【Keep】您的今日腰背拉伸计划已准备就绪，包含5个针对性动作，预计耗时15分钟，现在开始吗？,2025-01-19 14:05:00,Keep,
Push-163,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过90%，建议及时清理照片、视频等文件以释放空间。,2025-01-19 14:15:00,系统存储管理,
Push-164,168-1,一尘邮票网：邮票市场行情更新,【一尘邮票网】今日JT票板块小幅上涨，T46猴票最新成交价12500元，点击查看您关注的编年票行情。,2025-01-19 15:20:00,一尘邮票网,168-a
Push-165,,小红书：松雅湖露营装备清单推荐,【小红书】根据您的收藏，为您推荐松雅湖春季露营必备装备清单，包含帐篷、睡袋等，预算参考约2000元。,2025-01-19 16:10:00,小红书,
Push-166,16-6,雪球：CFA衍生品相关概念股异动,【雪球】您关注的CFA三级衍生品课程相关概念股【中信证券】、【华泰证券】午后异动，点击查看最新分析与讨论。,2025-01-19 20:45:00,雪球,16-f
Push-167,,Keep：个性化跑步计划更新,【Keep】根据您近期的晨跑数据，为您生成了新的5公里岳麓山跑步路线，包含坡度分析和配速建议，点击查看详情。,2025-01-20 06:28:00,Keep,
Push-168,168-2-1,邮票收藏论坛：您关注的帖子有更新,【邮票收藏论坛】您收藏的帖子【1980年猴票市场行情深度分析】有了新的回复，来自藏友老罗，快去看看吧！,2025-01-20 13:15:00,邮票收藏论坛,168-b
Push-169,169-1,铁路12306：车票预订成功通知,【铁路12306】您已成功预订1月25日 G1001次 长沙南-武汉 08:00开，02车05A号，票价164.5元。订单号E202501201430123456，请及时支付。,2025-01-20 14:32:00,铁路12306,169-a
Push-170,,盒马：您的食材已备妥,【盒马】您预订的食材（包含三文鱼、西兰花、牛油果等）已打包完成，取货码为778899，请在今日18:30前至岳麓区机关金星住宅小区自提点领取。,2025-01-20 17:35:00,盒马,
Push-171,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用以释放空间。,2025-01-20 21:45:00,系统存储管理,
Push-172,2-1,Keep：今日晨跑数据已生成,【Keep】恭喜你完成今日5公里晨跑，用时30分30秒，平均配速6分06秒。本月累计跑量已达52公里，距离80公里目标还剩28公里。,2025-01-21 06:50:00,Keep,2-c
Push-173,,美团：餐厅预定成功通知,【美团】您已成功预定【轻食拌健康餐吧】12:00的2人位，预定码#LSB202501211200。请准时到店用餐。,2025-01-21 11:30:00,美团,
Push-174,2-1,雪球：沪深300指数增强策略精选,【雪球】根据您的关注，为您精选了3只近期表现稳健的沪深300指数增强基金，适合作为长期定投核心资产。点击查看详情。,2025-01-21 13:05:00,雪球,2-c
Push-175,,同花顺：新能源板块异动提醒,【同花顺】您关注的新能源板块午后出现震荡，宁德时代、比亚迪等龙头股波动加剧。点击查看实时行情与机构解读。,2025-01-21 14:15:00,同花顺,
Push-176,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，部分应用运行可能受影响。建议及时清理照片、视频或卸载不常用应用。,2025-01-21 16:20:00,系统存储管理,
Push-177,,滴答清单：明日待办事项提醒,【滴答清单】您设置的明日第一优先级任务【团队徒步提案撰写】将于明天上午9:00开始。请提前准备相关资料。,2025-01-21 17:45:00,滴答清单,
Push-178,,支付宝：咖啡豆支付成功提醒,【支付宝】您已成功向【一丹咖啡厅】支付128.00元，购买埃塞俄比亚日晒G1咖啡豆半磅。账单已同步至我的账单。,2025-01-21 18:55:00,支付宝,
Push-179,,下厨房：低卡鸡胸肉食谱推荐,【下厨房】为您推荐【香煎鸡胸肉配油醋汁蔬菜沙拉】食谱，热量约350大卡，适合健身后的简易晚餐。,2025-01-21 19:20:00,下厨房,
Push-180,16-6,微信读书：CFA备考书籍更新提醒,【微信读书】您正在阅读的《CFA三级固定收益精要》已根据最新考纲更新了信用利差模型章节。点击立即查看。,2025-01-21 20:10:00,微信读书,16-f
Push-181,,网易云音乐：每日早安推荐,【网易云音乐】早安，浩然。今日为你推荐私人雷达歌单，内含你常听的古典乐与轻音乐，开启活力清晨。,2025-01-22 06:35:00,网易云音乐,
Push-182,,雪球：早盘行情速递,【雪球】隔夜美股三大指数涨跌不一，中概股表现活跃。今日A股关注地产、金融板块，你的自选股华泰证券现价18.65元，微涨0.5%。,2025-01-22 09:35:00,雪球,
Push-183,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用，以保证系统流畅运行。,2025-01-22 10:15:00,系统存储管理,
Push-184,,集邮者之家：您发布的帖子有新回复,【集邮者之家】您发布的帖子《理性审视JT票中后期：设计美学疲劳下的价值锚点再寻找》收到藏友罗振宇的详细回复，从印刷工艺角度进行了补充分析。,2025-01-22 12:05:00,集邮者之家,
Push-185,,美团：订单支付成功,【美团】您已成功支付轻食拌（金鹰路店）订单#LS20250122001，金额48元。商家已接单，预计12:40前送达。,2025-01-22 12:18:00,美团,
Push-186,,集邮者之家：您的评论收到回复,【集邮者之家】您在帖子《理性审视JT票中后期...》中对罗振宇的评论已收到其进一步探讨，涉及工艺差异对品相定价的影响。,2025-01-22 15:05:00,集邮者之家,
Push-187,,东方财富：尾盘异动提醒,【东方财富】您关注的房地产板块尾盘拉升，多只个股涨幅超3%。您设置的智能家居ETF（代码：XXXXXX）价格预警已触发。,2025-01-22 17:30:00,东方财富,
Push-188,,支付宝：到店支付成功,【支付宝】您已成功支付金鹰路兰州拉面馆消费，金额32元。账单已同步至我的账单。,2025-01-22 18:08:00,支付宝,
Push-189,,500px：您关注的摄影师发布了新作品,【500px】您关注的都市景观摄影师David Chen刚刚发布了新作《玻璃丛林》，探索现代建筑与光影的对话，快去看看吧！,2025-01-22 21:00:00,500px,
Push-190,,系统：电量低提醒,【系统通知】当前手机电量已低于20%，建议连接充电器。预计剩余使用时间约1小时。,2025-01-22 22:05:00,系统电池管理,
Push-191,,Keep：今日运动提醒,【Keep】今日小雨，室内核心训练计划已为您准备好。久坐族肩颈放松与核心强化组合，助您高效开启新一天。,2025-01-23 06:55:00,Keep,
Push-192,,得到：财经早餐已更新,【得到】您订阅的《徐远的投资课》已更新今日市场动态解读，包含美股收盘及A股前瞻，助您把握晨间资讯。,2025-01-23 07:10:00,得到,
Push-193,,高德地图：通勤路况提醒,【高德地图】您常走的西二环、三一大道路段当前畅通，预计09:10到达华泰证券。点击查看实时路况。,2025-01-23 08:20:00,高德地图,
Push-194,,腾讯会议：会议即将开始,【腾讯会议】您预约的与黄思琪的会议将于10:00开始。会议号：8845 2312 77，点击一键入会。,2025-01-23 09:55:00,腾讯会议,
Push-195,,雪球：您关注的板块有异动,【雪球】早盘科技股小幅拉升，您关注的股权激励概念股【300750宁德时代】现涨1.5%，点击查看详情。,2025-01-23 10:05:00,雪球,
Push-196,1-7,大众点评：餐厅推荐,【大众点评】您收藏的老长沙湘菜馆（五一大道店）今日有午市特惠套餐，2-3人餐仅需158元，点击查看。,2025-01-23 12:05:00,大众点评,1-i
Push-197,,微信：文件传输助手,【微信】文件传输助手：林志豪项目最新数据模拟V2.1.xlsx 已发送成功。,2025-01-23 15:30:00,微信,
Push-198,,系统：存储空间不足,【系统通知】您的手机存储空间已使用超过90%，建议清理照片、视频或卸载不常用应用以释放空间。,2025-01-23 19:40:00,系统存储管理,
Push-199,,下厨房：日式拉面食谱,【下厨房】根据您的喜好，为您推荐【正宗日式豚骨拉面】家庭简化版食谱，包含汤料调配和溏心蛋制作技巧。,2025-01-23 19:50:00,下厨房,
Push-200,16-6,喜马拉雅：CFA学习音频更新,【喜马拉雅】您关注的《CFA三级通关宝典》已更新风险管理章节：压力测试与情景分析实战案例精讲。,2025-01-23 20:35:00,喜马拉雅,16-f
Push-201,,墨迹天气：明日天气预报,【墨迹天气】长沙明日（01-24）多云转晴，6℃~12℃，空气质量良。适宜恢复户外晨跑，建议07:00后出行。,2025-01-23 21:05:00,墨迹天气,
Push-202,,小宇宙：个性化播客推荐,【小宇宙】根据您的收听习惯，为您推荐《摄影之友》最新一期：街头摄影的光影魔法，适合通勤路上收听。,2025-01-24 08:28:00,小宇宙,
Push-203,,雪球：市场早报与自选股提醒,【雪球】早盘速递：A股三大指数小幅高开，您关注的新能源板块表现活跃。您的自选股宁德时代上涨1.2%。,2025-01-24 09:20:00,雪球,
Push-204,,Keep：久坐健康提醒,【Keep】您已连续工作超过1小时，是时候起身活动一下了！为您推荐一组5分钟办公室拉伸，缓解肩颈疲劳。,2025-01-24 10:30:00,Keep,
Push-205,178-1-2,研报下载完成,您订阅的关于宏观经济的研究报告已下载完成,2025-01-24 15:30:22,研报平台,178-a
Push-206,,系统：存储空间不足提醒,【系统通知】手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用，以保证系统流畅运行。,2025-01-24 16:20:00,系统存储管理,
